ticket_id,customer_id,issue_type,priority,resolution,days_to_resolve,satisfaction_after
TKT-205044,CUST-12878,Account Issue,High,Closed,8,4
TKT-205045,CUST-12879,Feature Request,High,Closed,13,6
TKT-205046,CUST-12880,Cancellation Request,Low,Closed,14,1
TKT-205047,CUST-12881,Speed Problem,Medium,Closed,4,9
TKT-205048,CUST-12884,Billing Issue,High,Escalated,6,2
TKT-205049,CUST-12885,Service Outage,Medium,Resolved,5,6
TKT-205050,CUST-12886,Service Outage,Low,Closed,1,2
TKT-205051,CUST-12887,Billing Issue,Low,Escalated,14,6
TKT-205052,CUST-12887,Speed Problem,Medium,Closed,10,6
TKT-205053,CUST-12888,Billing Issue,Medium,Resolved,9,2
TKT-205054,CUST-12888,Feature Request,High,Escalated,11,3
TKT-205055,CUST-12889,Feature Request,Medium,Pending,11,1
TKT-205056,CUST-12889,Speed Problem,High,Resolved,1,10
TKT-205057,CUST-12890,Account Issue,High,Resolved,12,8
TKT-205058,CUST-12890,Technical Problem,Medium,Resolved,3,3
TKT-205059,CUST-12890,Billing Issue,High,Resolved,7,6
TKT-205060,CUST-12891,Billing Issue,Low,Escalated,13,7
TKT-205061,CUST-12891,Login Issue,Low,Resolved,7,6
TKT-205062,CUST-12891,Feature Request,High,Pending,5,3
TKT-205063,CUST-12891,Feature Request,High,Closed,3,1
TKT-205064,CUST-12891,Service Outage,Low,Escalated,8,1
TKT-205065,CUST-12892,Billing Issue,Medium,Closed,3,4
TKT-205066,CUST-12893,Account Issue,High,Closed,13,9
TKT-205067,CUST-12893,Billing Issue,Low,Resolved,4,6
TKT-205068,CUST-12894,Billing Issue,High,Escalated,3,8
TKT-205069,CUST-12894,Billing Issue,Medium,Escalated,3,3
TKT-205070,CUST-12894,Account Issue,High,Escalated,5,9
TKT-205071,CUST-12895,Login Issue,Low,Resolved,5,1
TKT-205072,CUST-12895,Service Outage,Low,Pending,5,2
TKT-205073,CUST-12895,Billing Issue,Medium,Escalated,3,3
TKT-205074,CUST-12895,Cancellation Request,Low,Escalated,6,9
TKT-205075,CUST-12895,Cancellation Request,Low,Pending,7,10
TKT-205076,CUST-12896,Billing Issue,Low,Pending,14,7
TKT-205077,CUST-12897,Cancellation Request,High,Resolved,7,2
TKT-205078,CUST-12898,Service Outage,High,Pending,1,10
TKT-205079,CUST-12899,Login Issue,High,Resolved,11,8
TKT-205080,CUST-12900,Account Issue,Medium,Resolved,10,5
TKT-205081,CUST-12901,Technical Problem,Medium,Resolved,13,7
TKT-205082,CUST-12901,Feature Request,High,Resolved,11,4
TKT-205083,CUST-12901,Billing Issue,High,Escalated,1,7
TKT-205084,CUST-12901,Feature Request,Medium,Escalated,2,1
TKT-205085,CUST-12902,Account Issue,Medium,Resolved,1,7
TKT-205086,CUST-12902,Technical Problem,Medium,Pending,4,6
TKT-205087,CUST-12902,Service Outage,Medium,Escalated,4,7
TKT-205088,CUST-12902,Billing Issue,Medium,Escalated,9,2
TKT-205089,CUST-12903,Service Outage,Medium,Escalated,11,3
TKT-205090,CUST-12903,Billing Issue,Low,Closed,2,7
TKT-205091,CUST-12903,Login Issue,Low,Resolved,6,5
TKT-205092,CUST-12905,Feature Request,Medium,Escalated,9,8
TKT-205093,CUST-12906,Speed Problem,High,Escalated,13,5
TKT-205094,CUST-12906,Service Outage,High,Resolved,8,1
TKT-205095,CUST-12908,Login Issue,Low,Escalated,10,6
TKT-205096,CUST-12909,Cancellation Request,Medium,Resolved,5,8
TKT-205097,CUST-12909,Account Issue,Medium,Pending,14,10
TKT-205098,CUST-12910,Login Issue,High,Resolved,9,2
TKT-205099,CUST-12910,Login Issue,Medium,Resolved,11,8
TKT-205100,CUST-12911,Login Issue,Medium,Resolved,4,10
TKT-205101,CUST-12911,Account Issue,Low,Resolved,3,1
TKT-205102,CUST-12911,Speed Problem,High,Pending,10,6
TKT-205103,CUST-12912,Feature Request,High,Resolved,1,5
TKT-205104,CUST-12912,Service Outage,Medium,Escalated,8,1
TKT-205105,CUST-12913,Login Issue,Medium,Closed,10,8
TKT-205106,CUST-12914,Account Issue,Medium,Resolved,7,10
TKT-205107,CUST-12915,Feature Request,Low,Resolved,14,1
TKT-205108,CUST-12916,Feature Request,Low,Resolved,11,8
TKT-205109,CUST-12917,Account Issue,Low,Pending,7,9
TKT-205110,CUST-12917,Speed Problem,Medium,Escalated,3,4
TKT-205111,CUST-12917,Feature Request,Medium,Escalated,5,4
TKT-205112,CUST-12917,Billing Issue,High,Closed,9,9
TKT-205113,CUST-12918,Account Issue,Low,Resolved,8,10
TKT-205114,CUST-12919,Service Outage,Medium,Pending,14,9
TKT-205115,CUST-12919,Speed Problem,Low,Pending,4,9
TKT-205116,CUST-12919,Cancellation Request,Medium,Pending,12,8
TKT-205117,CUST-12919,Service Outage,Medium,Closed,1,5
TKT-205118,CUST-12919,Billing Issue,Medium,Escalated,11,10
TKT-205119,CUST-12921,Feature Request,Low,Closed,13,7
TKT-205120,CUST-12922,Billing Issue,Medium,Pending,4,1
TKT-205121,CUST-12922,Service Outage,Low,Resolved,9,10
TKT-205122,CUST-12922,Speed Problem,Medium,Escalated,2,3
TKT-205123,CUST-12923,Technical Problem,Medium,Closed,11,9
TKT-205124,CUST-12925,Speed Problem,High,Pending,10,1
TKT-205125,CUST-12926,Login Issue,Low,Closed,13,8
TKT-205126,CUST-12926,Technical Problem,Low,Closed,7,6
TKT-205127,CUST-12926,Billing Issue,Low,Escalated,14,10
TKT-205128,CUST-12927,Technical Problem,Low,Resolved,12,4
TKT-205129,CUST-12928,Technical Problem,High,Resolved,10,5
TKT-205130,CUST-12929,Billing Issue,Low,Resolved,9,1
TKT-205131,CUST-12930,Service Outage,Low,Pending,7,6
TKT-205132,CUST-12932,Speed Problem,Medium,Closed,11,2
TKT-205133,CUST-12932,Technical Problem,High,Pending,2,4
TKT-205134,CUST-12932,Technical Problem,Medium,Closed,9,10
TKT-205135,CUST-12932,Cancellation Request,Medium,Pending,12,4
TKT-205136,CUST-12933,Technical Problem,High,Closed,8,2
TKT-205137,CUST-12933,Account Issue,Medium,Resolved,1,2
TKT-205138,CUST-12934,Login Issue,Medium,Closed,8,1
TKT-205139,CUST-12935,Cancellation Request,Low,Closed,5,9
TKT-205140,CUST-12935,Speed Problem,Low,Resolved,6,5
TKT-205141,CUST-12935,Speed Problem,High,Resolved,13,6
TKT-205142,CUST-12936,Feature Request,High,Closed,11,3
TKT-205143,CUST-12937,Feature Request,High,Resolved,6,5
TKT-205144,CUST-12937,Cancellation Request,High,Pending,2,10
TKT-205145,CUST-12938,Billing Issue,Low,Pending,4,9
TKT-205146,CUST-12938,Login Issue,High,Resolved,3,7
TKT-205147,CUST-12939,Technical Problem,Low,Escalated,8,10
TKT-205148,CUST-12940,Speed Problem,Medium,Escalated,11,2
TKT-205149,CUST-12940,Cancellation Request,Medium,Pending,10,6
TKT-205150,CUST-12941,Service Outage,Low,Closed,11,2
TKT-205151,CUST-12941,Cancellation Request,Medium,Closed,11,10
TKT-205152,CUST-12941,Billing Issue,Low,Resolved,7,6
TKT-205153,CUST-12943,Speed Problem,Low,Escalated,1,2
TKT-205154,CUST-12943,Cancellation Request,High,Escalated,10,8
TKT-205155,CUST-12943,Service Outage,High,Closed,3,4
TKT-205156,CUST-12944,Cancellation Request,Medium,Resolved,10,10
TKT-205157,CUST-12944,Technical Problem,Low,Pending,13,7
TKT-205158,CUST-12945,Account Issue,Medium,Resolved,4,4
TKT-205159,CUST-12946,Feature Request,High,Resolved,12,3
TKT-205160,CUST-12946,Service Outage,High,Closed,2,6
TKT-205161,CUST-12947,Account Issue,Medium,Closed,1,6
TKT-205162,CUST-12947,Login Issue,Medium,Escalated,6,10
TKT-205163,CUST-12947,Technical Problem,High,Pending,2,2
TKT-205164,CUST-12947,Account Issue,Medium,Closed,12,6
TKT-205165,CUST-12948,Technical Problem,Low,Closed,10,10
TKT-205166,CUST-12948,Cancellation Request,Low,Closed,7,4
TKT-205167,CUST-12949,Technical Problem,High,Pending,4,7
TKT-205168,CUST-12950,Billing Issue,Low,Pending,8,2
TKT-205169,CUST-12950,Login Issue,Low,Escalated,6,5
TKT-205170,CUST-12952,Feature Request,High,Resolved,11,5
TKT-205171,CUST-12952,Account Issue,Low,Escalated,12,5
TKT-205172,CUST-12953,Account Issue,Medium,Closed,1,4
TKT-205173,CUST-12953,Service Outage,High,Pending,11,3
TKT-205174,CUST-12955,Service Outage,High,Resolved,4,3
TKT-205175,CUST-12956,Cancellation Request,Medium,Pending,2,9
TKT-205176,CUST-12957,Service Outage,High,Pending,7,2
TKT-205177,CUST-12957,Feature Request,High,Resolved,6,5
TKT-205178,CUST-12957,Cancellation Request,Medium,Escalated,3,7
TKT-205179,CUST-12958,Service Outage,High,Pending,6,9
TKT-205180,CUST-12959,Speed Problem,High,Closed,8,8
TKT-205181,CUST-12960,Speed Problem,Low,Resolved,3,6
TKT-205182,CUST-12960,Technical Problem,Medium,Resolved,12,1
TKT-205183,CUST-12960,Account Issue,High,Escalated,2,2
TKT-205184,CUST-12961,Speed Problem,Low,Resolved,9,3
TKT-205185,CUST-12961,Billing Issue,Medium,Escalated,13,4
TKT-205186,CUST-12962,Technical Problem,High,Pending,12,5
TKT-205187,CUST-12962,Account Issue,Low,Resolved,13,8
TKT-205188,CUST-12962,Billing Issue,Medium,Resolved,11,8
TKT-205189,CUST-12963,Speed Problem,Low,Pending,12,6
TKT-205190,CUST-12963,Feature Request,Medium,Resolved,6,5
TKT-205191,CUST-12963,Service Outage,Medium,Pending,14,4
TKT-205192,CUST-12966,Login Issue,High,Pending,7,3
TKT-205193,CUST-12967,Login Issue,High,Closed,3,6
TKT-205194,CUST-12968,Speed Problem,High,Pending,13,1
TKT-205195,CUST-12969,Billing Issue,Low,Pending,2,5
TKT-205196,CUST-12969,Service Outage,Low,Resolved,5,2
TKT-205197,CUST-12969,Cancellation Request,High,Pending,3,4
TKT-205198,CUST-12969,Service Outage,Low,Escalated,4,7
TKT-205199,CUST-12970,Service Outage,Low,Escalated,12,5
TKT-205200,CUST-12970,Billing Issue,Medium,Escalated,5,4
TKT-205201,CUST-12971,Login Issue,Low,Pending,1,5
TKT-205202,CUST-12971,Billing Issue,Low,Escalated,11,1
TKT-205203,CUST-12971,Speed Problem,Medium,Escalated,5,8
TKT-205204,CUST-12971,Feature Request,High,Closed,8,9
TKT-205205,CUST-12972,Feature Request,Low,Pending,13,6
TKT-205206,CUST-12972,Service Outage,Medium,Pending,7,3
TKT-205207,CUST-12973,Login Issue,High,Escalated,14,9
TKT-205208,CUST-12973,Login Issue,Medium,Escalated,11,2
TKT-205209,CUST-12974,Login Issue,High,Escalated,6,8
TKT-205210,CUST-12974,Cancellation Request,High,Closed,14,6
TKT-205211,CUST-12975,Account Issue,Low,Resolved,4,3
TKT-205212,CUST-12975,Technical Problem,High,Closed,1,4
TKT-205213,CUST-12976,Account Issue,High,Pending,12,3
TKT-205214,CUST-12976,Cancellation Request,High,Escalated,7,5
TKT-205215,CUST-12978,Account Issue,Low,Escalated,14,8
TKT-205216,CUST-12978,Account Issue,High,Closed,5,1
TKT-205217,CUST-12978,Login Issue,Low,Resolved,9,4
TKT-205218,CUST-12978,Service Outage,Low,Escalated,5,1
TKT-205219,CUST-12979,Technical Problem,Low,Resolved,1,2
TKT-205220,CUST-12979,Login Issue,Medium,Pending,13,2
TKT-205221,CUST-12979,Service Outage,High,Resolved,3,8
TKT-205222,CUST-12979,Service Outage,Low,Escalated,4,5
TKT-205223,CUST-12980,Speed Problem,Medium,Escalated,3,10
TKT-205224,CUST-12980,Login Issue,Medium,Resolved,11,7
TKT-205225,CUST-12980,Account Issue,High,Resolved,9,9
TKT-205226,CUST-12980,Login Issue,High,Resolved,10,5
TKT-205227,CUST-12980,Billing Issue,Medium,Escalated,12,7
TKT-205228,CUST-12981,Technical Problem,Medium,Closed,11,2
TKT-205229,CUST-12981,Cancellation Request,Medium,Pending,5,8
TKT-205230,CUST-12982,Feature Request,Low,Pending,7,10
TKT-205231,CUST-12982,Billing Issue,Low,Escalated,2,2
TKT-205232,CUST-12983,Technical Problem,High,Resolved,6,4
TKT-205233,CUST-12984,Account Issue,Medium,Pending,2,3
TKT-205234,CUST-12986,Technical Problem,High,Pending,3,2
TKT-205235,CUST-12986,Account Issue,Medium,Escalated,10,4
TKT-205236,CUST-12987,Account Issue,High,Pending,4,6
TKT-205237,CUST-12988,Account Issue,Medium,Closed,6,1
TKT-205238,CUST-12988,Login Issue,Medium,Closed,9,3
TKT-205239,CUST-12989,Billing Issue,Low,Pending,14,10
TKT-205240,CUST-12990,Cancellation Request,High,Resolved,2,8
TKT-205241,CUST-12991,Speed Problem,Low,Pending,2,4
TKT-205242,CUST-12993,Speed Problem,Low,Escalated,3,8
TKT-205243,CUST-12993,Billing Issue,High,Closed,3,6
TKT-205244,CUST-12995,Account Issue,Medium,Escalated,2,2
TKT-205245,CUST-12996,Billing Issue,Medium,Resolved,8,3
TKT-205246,CUST-12996,Account Issue,Medium,Resolved,10,2
TKT-205247,CUST-12997,Login Issue,High,Resolved,4,7
TKT-205248,CUST-12997,Service Outage,Low,Resolved,12,4
TKT-205249,CUST-13000,Technical Problem,High,Escalated,4,10
TKT-205250,CUST-13000,Speed Problem,High,Closed,14,7
TKT-205251,CUST-13001,Login Issue,Medium,Resolved,4,9
TKT-205252,CUST-13001,Billing Issue,Medium,Closed,13,9
TKT-205253,CUST-13001,Login Issue,High,Escalated,2,8
TKT-205254,CUST-13002,Account Issue,High,Escalated,5,8
TKT-205255,CUST-13003,Service Outage,Medium,Pending,13,3
TKT-205256,CUST-13003,Speed Problem,High,Resolved,13,4
TKT-205257,CUST-13005,Account Issue,Low,Resolved,12,6
TKT-205258,CUST-13005,Feature Request,Low,Escalated,14,8
TKT-205259,CUST-13006,Technical Problem,Low,Resolved,11,9
TKT-205260,CUST-13006,Billing Issue,Low,Escalated,12,7
TKT-205261,CUST-13007,Service Outage,Low,Resolved,10,8
TKT-205262,CUST-13007,Speed Problem,High,Pending,7,4
TKT-205263,CUST-13007,Account Issue,Low,Pending,3,2
TKT-205264,CUST-13008,Cancellation Request,Medium,Pending,5,9
TKT-205265,CUST-13008,Account Issue,Low,Escalated,10,7
TKT-205266,CUST-13009,Speed Problem,High,Pending,7,2
TKT-205267,CUST-13010,Service Outage,High,Resolved,9,10
TKT-205268,CUST-13011,Service Outage,Medium,Escalated,4,7
TKT-205269,CUST-13012,Speed Problem,Low,Escalated,4,1
TKT-205270,CUST-13012,Service Outage,High,Closed,5,6
TKT-205271,CUST-13015,Service Outage,Medium,Escalated,3,9
TKT-205272,CUST-13015,Account Issue,Low,Resolved,3,10
TKT-205273,CUST-13015,Speed Problem,Medium,Resolved,1,2
TKT-205274,CUST-13017,Cancellation Request,Medium,Escalated,13,5
TKT-205275,CUST-13017,Login Issue,Low,Escalated,14,3
TKT-205276,CUST-13017,Technical Problem,Low,Resolved,11,7
TKT-205277,CUST-13018,Speed Problem,Medium,Pending,11,1
TKT-205278,CUST-13018,Feature Request,Low,Resolved,14,3
TKT-205279,CUST-13019,Account Issue,Low,Resolved,13,7
TKT-205280,CUST-13020,Technical Problem,Medium,Escalated,3,6
TKT-205281,CUST-13020,Feature Request,High,Pending,9,5
TKT-205282,CUST-13020,Technical Problem,Low,Resolved,12,4
TKT-205283,CUST-13020,Technical Problem,High,Pending,10,9
TKT-205284,CUST-13021,Billing Issue,High,Escalated,12,6
TKT-205285,CUST-13021,Feature Request,Low,Escalated,10,7
TKT-205286,CUST-13021,Feature Request,High,Resolved,6,8
TKT-205287,CUST-13021,Billing Issue,High,Escalated,9,2
TKT-205288,CUST-13021,Cancellation Request,Low,Resolved,4,3
TKT-205289,CUST-13022,Cancellation Request,High,Escalated,11,5
TKT-205290,CUST-13022,Technical Problem,Low,Resolved,12,2
TKT-205291,CUST-13022,Account Issue,Medium,Resolved,6,10
TKT-205292,CUST-13026,Speed Problem,High,Closed,7,8
TKT-205293,CUST-13027,Technical Problem,Low,Pending,5,4
TKT-205294,CUST-13027,Technical Problem,High,Resolved,10,6
TKT-205295,CUST-13027,Technical Problem,Medium,Resolved,9,1
TKT-205296,CUST-13028,Feature Request,Medium,Pending,10,2
TKT-205297,CUST-13028,Account Issue,High,Closed,10,2
TKT-205298,CUST-13028,Account Issue,Low,Closed,1,9
TKT-205299,CUST-13029,Login Issue,High,Escalated,7,1
TKT-205300,CUST-13029,Speed Problem,Medium,Resolved,1,4
TKT-205301,CUST-13029,Service Outage,Medium,Pending,13,7
TKT-205302,CUST-13030,Technical Problem,Medium,Closed,4,1
TKT-205303,CUST-13030,Login Issue,Medium,Escalated,1,1
TKT-205304,CUST-13031,Technical Problem,Low,Closed,13,5
TKT-205305,CUST-13032,Service Outage,High,Pending,6,8
TKT-205306,CUST-13033,Cancellation Request,Low,Resolved,2,7
TKT-205307,CUST-13033,Technical Problem,Low,Resolved,6,5
TKT-205308,CUST-13033,Login Issue,Low,Pending,4,3
TKT-205309,CUST-13035,Billing Issue,Low,Pending,12,6
TKT-205310,CUST-13035,Feature Request,High,Escalated,11,10
TKT-205311,CUST-13035,Billing Issue,High,Escalated,10,3
TKT-205312,CUST-13037,Speed Problem,High,Closed,2,5
TKT-205313,CUST-13038,Service Outage,Low,Escalated,7,5
TKT-205314,CUST-13038,Feature Request,Low,Closed,10,3
TKT-205315,CUST-13039,Speed Problem,High,Pending,11,7
TKT-205316,CUST-13039,Technical Problem,High,Closed,1,5
TKT-205317,CUST-13040,Feature Request,Medium,Closed,10,1
TKT-205318,CUST-13040,Technical Problem,Low,Closed,5,2
TKT-205319,CUST-13041,Service Outage,Low,Pending,2,9
TKT-205320,CUST-13042,Login Issue,Medium,Closed,9,2
TKT-205321,CUST-13042,Login Issue,Medium,Resolved,4,5
TKT-205322,CUST-13042,Cancellation Request,High,Escalated,11,4
TKT-205323,CUST-13042,Speed Problem,Low,Closed,3,10
TKT-205324,CUST-13045,Service Outage,Low,Resolved,11,7
TKT-205325,CUST-13045,Billing Issue,High,Escalated,10,7
TKT-205326,CUST-13045,Billing Issue,Medium,Pending,12,2
TKT-205327,CUST-13046,Feature Request,High,Pending,5,10
TKT-205328,CUST-13047,Speed Problem,Medium,Resolved,8,10
TKT-205329,CUST-13048,Service Outage,Medium,Resolved,6,3
TKT-205330,CUST-13048,Account Issue,Medium,Pending,9,8
TKT-205331,CUST-13049,Cancellation Request,High,Resolved,12,8
TKT-205332,CUST-13049,Service Outage,Low,Pending,12,6
TKT-205333,CUST-13050,Technical Problem,Medium,Escalated,12,7
TKT-205334,CUST-13050,Account Issue,High,Pending,6,1
TKT-205335,CUST-13050,Login Issue,High,Escalated,8,9
TKT-205336,CUST-13051,Login Issue,Medium,Resolved,11,2
TKT-205337,CUST-13051,Billing Issue,Low,Resolved,10,10
TKT-205338,CUST-13052,Account Issue,Low,Escalated,7,9
TKT-205339,CUST-13052,Technical Problem,Medium,Resolved,14,4
TKT-205340,CUST-13052,Technical Problem,High,Escalated,4,8
TKT-205341,CUST-13052,Service Outage,Medium,Escalated,4,6
TKT-205342,CUST-13052,Service Outage,Low,Pending,11,8
TKT-205343,CUST-13052,Login Issue,Low,Closed,2,7
TKT-205344,CUST-13055,Billing Issue,Low,Resolved,9,9
TKT-205345,CUST-13056,Account Issue,Low,Escalated,9,8
TKT-205346,CUST-13056,Billing Issue,Low,Resolved,9,3
TKT-205347,CUST-13056,Technical Problem,High,Pending,11,5
TKT-205348,CUST-13057,Account Issue,Medium,Escalated,14,2
TKT-205349,CUST-13057,Service Outage,Low,Pending,8,3
TKT-205350,CUST-13057,Speed Problem,Medium,Escalated,6,4
TKT-205351,CUST-13057,Feature Request,High,Resolved,8,2
TKT-205352,CUST-13058,Login Issue,Medium,Escalated,8,4
TKT-205353,CUST-13059,Speed Problem,High,Resolved,11,8
TKT-205354,CUST-13059,Feature Request,Medium,Resolved,8,5
TKT-205355,CUST-13060,Service Outage,High,Escalated,5,4
TKT-205356,CUST-13060,Account Issue,Medium,Escalated,6,3
TKT-205357,CUST-13061,Cancellation Request,Medium,Escalated,7,7
TKT-205358,CUST-13061,Speed Problem,High,Closed,10,4
TKT-205359,CUST-13061,Account Issue,High,Closed,11,10
TKT-205360,CUST-13062,Login Issue,Low,Pending,6,2
TKT-205361,CUST-13063,Cancellation Request,Low,Resolved,2,7
TKT-205362,CUST-13063,Technical Problem,Low,Escalated,13,6
TKT-205363,CUST-13064,Account Issue,Medium,Closed,7,2
TKT-205364,CUST-13064,Feature Request,Medium,Closed,14,2
TKT-205365,CUST-13064,Account Issue,Medium,Resolved,6,1
TKT-205366,CUST-13064,Account Issue,High,Resolved,13,9
TKT-205367,CUST-13065,Login Issue,Low,Pending,1,6
TKT-205368,CUST-13065,Billing Issue,Low,Escalated,9,9
TKT-205369,CUST-13066,Speed Problem,Low,Escalated,6,5
TKT-205370,CUST-13070,Speed Problem,Medium,Escalated,9,10
TKT-205371,CUST-13070,Billing Issue,Low,Escalated,12,2
TKT-205372,CUST-13071,Feature Request,High,Pending,14,3
TKT-205373,CUST-13071,Cancellation Request,Low,Escalated,10,2
TKT-205374,CUST-13073,Feature Request,Low,Closed,13,4
TKT-205375,CUST-13074,Speed Problem,High,Closed,9,3
TKT-205376,CUST-13075,Cancellation Request,Medium,Escalated,6,9
TKT-205377,CUST-13075,Account Issue,Medium,Resolved,4,7
TKT-205378,CUST-13075,Cancellation Request,Low,Closed,7,1
TKT-205379,CUST-13075,Cancellation Request,Medium,Resolved,4,3
TKT-205380,CUST-13076,Login Issue,Medium,Pending,3,10
TKT-205381,CUST-13076,Login Issue,Medium,Closed,11,7
TKT-205382,CUST-13077,Cancellation Request,Low,Escalated,4,5
TKT-205383,CUST-13077,Speed Problem,Low,Resolved,13,10
TKT-205384,CUST-13078,Billing Issue,Low,Pending,10,2
TKT-205385,CUST-13078,Cancellation Request,Medium,Resolved,9,6
TKT-205386,CUST-13079,Technical Problem,Low,Closed,1,10
TKT-205387,CUST-13079,Cancellation Request,Medium,Pending,12,4
TKT-205388,CUST-13079,Technical Problem,High,Closed,8,1
TKT-205389,CUST-13079,Feature Request,Low,Pending,10,10
TKT-205390,CUST-13080,Feature Request,Medium,Escalated,6,10
TKT-205391,CUST-13081,Speed Problem,High,Pending,14,2
TKT-205392,CUST-13081,Account Issue,High,Escalated,13,10
TKT-205393,CUST-13083,Service Outage,Low,Pending,11,6
TKT-205394,CUST-13083,Billing Issue,Medium,Resolved,10,3
TKT-205395,CUST-13083,Billing Issue,Low,Pending,5,1
TKT-205396,CUST-13084,Feature Request,High,Closed,12,4
TKT-205397,CUST-13086,Feature Request,High,Resolved,14,6
TKT-205398,CUST-13087,Billing Issue,Medium,Pending,1,3
TKT-205399,CUST-13087,Technical Problem,Low,Escalated,12,9
TKT-205400,CUST-13088,Speed Problem,High,Escalated,11,10
TKT-205401,CUST-13088,Billing Issue,Medium,Escalated,5,3
TKT-205402,CUST-13089,Feature Request,Low,Closed,2,10
TKT-205403,CUST-13089,Account Issue,High,Resolved,14,9
TKT-205404,CUST-13090,Account Issue,Medium,Escalated,1,9
TKT-205405,CUST-13090,Billing Issue,Medium,Pending,11,10
TKT-205406,CUST-13090,Account Issue,Medium,Escalated,12,2
TKT-205407,CUST-13091,Login Issue,Medium,Closed,2,2
TKT-205408,CUST-13091,Account Issue,High,Closed,3,3
TKT-205409,CUST-13091,Cancellation Request,Medium,Escalated,13,6
TKT-205410,CUST-13091,Account Issue,High,Resolved,3,5
TKT-205411,CUST-13091,Cancellation Request,High,Escalated,12,3
TKT-205412,CUST-13091,Technical Problem,High,Escalated,10,7
TKT-205413,CUST-13093,Cancellation Request,Low,Pending,10,6
TKT-205414,CUST-13093,Account Issue,Low,Resolved,7,2
TKT-205415,CUST-13094,Billing Issue,Medium,Resolved,1,7
TKT-205416,CUST-13094,Login Issue,Medium,Closed,6,7
TKT-205417,CUST-13094,Speed Problem,Low,Escalated,12,4
TKT-205418,CUST-13096,Feature Request,High,Escalated,13,6
TKT-205419,CUST-13098,Billing Issue,High,Closed,1,9
TKT-205420,CUST-13100,Speed Problem,High,Resolved,4,8
TKT-205421,CUST-13100,Account Issue,High,Closed,8,6
TKT-205422,CUST-13100,Feature Request,Medium,Closed,11,1
TKT-205423,CUST-13102,Technical Problem,Low,Closed,1,3
TKT-205424,CUST-13102,Technical Problem,Low,Resolved,5,1
TKT-205425,CUST-13102,Technical Problem,High,Closed,6,7
TKT-205426,CUST-13103,Service Outage,Medium,Resolved,10,6
TKT-205427,CUST-13103,Billing Issue,Medium,Pending,12,6
TKT-205428,CUST-13103,Cancellation Request,Low,Closed,4,3
TKT-205429,CUST-13104,Cancellation Request,High,Escalated,9,2
TKT-205430,CUST-13106,Account Issue,Low,Escalated,14,2
TKT-205431,CUST-13106,Technical Problem,Medium,Closed,12,4
TKT-205432,CUST-13107,Cancellation Request,High,Closed,5,6
TKT-205433,CUST-13107,Speed Problem,High,Resolved,6,5
TKT-205434,CUST-13108,Login Issue,High,Closed,7,3
TKT-205435,CUST-13110,Cancellation Request,Low,Escalated,2,1
TKT-205436,CUST-13110,Feature Request,Low,Escalated,14,1
TKT-205437,CUST-13110,Account Issue,High,Escalated,3,1
TKT-205438,CUST-13110,Login Issue,Medium,Closed,7,5
TKT-205439,CUST-13111,Feature Request,Medium,Resolved,9,2
TKT-205440,CUST-13111,Feature Request,High,Escalated,6,1
TKT-205441,CUST-13111,Service Outage,Medium,Closed,14,1
TKT-205442,CUST-13111,Login Issue,High,Escalated,7,2
TKT-205443,CUST-13112,Cancellation Request,Medium,Closed,11,6
TKT-205444,CUST-13112,Account Issue,Medium,Pending,4,10
TKT-205445,CUST-13112,Account Issue,Medium,Escalated,1,2
TKT-205446,CUST-13113,Billing Issue,High,Closed,11,5
TKT-205447,CUST-13113,Speed Problem,High,Closed,14,7
TKT-205448,CUST-13114,Speed Problem,Low,Resolved,5,1
TKT-205449,CUST-13114,Speed Problem,High,Pending,1,9
TKT-205450,CUST-13115,Cancellation Request,Medium,Escalated,4,6
TKT-205451,CUST-13115,Technical Problem,High,Closed,10,10
TKT-205452,CUST-13116,Billing Issue,Medium,Pending,7,2
TKT-205453,CUST-13116,Speed Problem,Medium,Pending,3,7
TKT-205454,CUST-13117,Account Issue,Low,Pending,13,3
TKT-205455,CUST-13117,Speed Problem,Medium,Pending,8,6
TKT-205456,CUST-13119,Speed Problem,Medium,Pending,3,5
TKT-205457,CUST-13120,Feature Request,High,Pending,6,7
TKT-205458,CUST-13121,Feature Request,High,Pending,9,7
TKT-205459,CUST-13121,Feature Request,Medium,Closed,1,4
TKT-205460,CUST-13121,Account Issue,High,Escalated,8,6
TKT-205461,CUST-13124,Speed Problem,Low,Escalated,2,1
TKT-205462,CUST-13124,Account Issue,Medium,Pending,7,7
TKT-205463,CUST-13126,Technical Problem,Low,Escalated,10,1
TKT-205464,CUST-13126,Cancellation Request,High,Closed,13,5
TKT-205465,CUST-13127,Speed Problem,High,Pending,9,4
TKT-205466,CUST-13127,Cancellation Request,Medium,Escalated,1,3
TKT-205467,CUST-13129,Service Outage,High,Escalated,3,2
TKT-205468,CUST-13130,Cancellation Request,Medium,Pending,12,5
TKT-205469,CUST-13130,Speed Problem,High,Pending,12,7
TKT-205470,CUST-13131,Login Issue,Low,Escalated,7,10
TKT-205471,CUST-13131,Cancellation Request,High,Escalated,6,2
TKT-205472,CUST-13133,Service Outage,Medium,Escalated,3,6
TKT-205473,CUST-13134,Cancellation Request,High,Pending,9,1
TKT-205474,CUST-13134,Feature Request,High,Closed,2,9
TKT-205475,CUST-13134,Cancellation Request,High,Resolved,6,3
TKT-205476,CUST-13134,Feature Request,Medium,Resolved,11,8
